Name,City,Region,Property Type,Size(sqft),Bedrooms,Bathrooms,Price,Size_Category
"Perfect For A Family Home, This Apartment Of 1600 Sq Ft Is Up For Rent In East Nasirabad",East Nasirabad,Chattogram,Apartment,1600,3,3,25000,1501-2000
Impressive Apartment Of 1600 Sq Ft Is Up For Rent In East Nasirabad,East Nasirabad,Chattogram,Apartment,1600,3,3,25000,1501-2000
"700 Sq Ft Residential Apartment Is On Rent In Adarsh Nagar Road, Badda",Badda,Dhaka,Apartment,700,2,2,15000,501-1000
"Ready To Move In! Check This 700 Sq. Ft Apartment For Rent In Adarsh Nagar Road, Badda",Badda,Dhaka,Apartment,700,2,2,15000,501-1000
"Start A New Home, In This 950 Sq Ft Flat For Rent In Paikpara, Mirpur",Mirpur,Dhaka,Apartment,950,2,2,15000,501-1000
A Finely Built 750 Sq Ft Flat For A Small Family Is Here Up For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,750,2,2,22000,501-1000
Get A Look At This Lovely Flat For Rent Featuring 1200 Sq Ft In Mohammadpur,Mohammadpur,Dhaka,Apartment,1200,3,3,18000,1001-1500
Grab This 1630 Sq Ft Beautiful Flat Is Vacant For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1630,3,4,42000,1501-2000
"A Ready, Well Decorated 1150 Sq Ft Flat Is Up For Renting Purpose In Mohammadpur",Mohammadpur,Dhaka,Apartment,1150,3,2,23000,1001-1500
Get This Well Defined 1600 Sq Ft Flat For Rent In Malibag,Malibagh,Dhaka,Apartment,1600,3,3,35000,1501-2000
"Perfect For A Family Home, This Apartment Of 1600 Sq Ft Is Up For Rent In Malibag",Malibagh,Dhaka,Apartment,1600,3,3,35000,1501-2000
1250 Sq Ft Apartment For Rent In Banasree,Banasree,Dhaka,Apartment,1250,3,3,20000,1001-1500
950 Sq Ft Vacant Residential Property Is For Rent In Khilgaon,Khilgaon,Dhaka,Apartment,950,2,2,20000,501-1000
"720 Square Feet Apartment Is For Rent In Mohammadpur, Shekhertek",Mohammadpur,Dhaka,Apartment,720,2,2,16000,501-1000
"Checkout This 950 Square Feet Apartment Ready For Rent In Mirpur, Ahmed Nagar",Mirpur,Dhaka,Apartment,950,3,2,13500,501-1000
1150 Sq Ft Apartment Including 3 Bedrooms Is Ready For Rent In Mirpur-1,Mirpur,Dhaka,Apartment,1150,3,3,16000,1001-1500
"1200 Sq Ft Great Apartment For Rent In Banasree, Block D",Banasree,Dhaka,Apartment,1200,3,2,20000,1001-1500
"1600 Sq Ft Flat With Great Fittings For Rent In Khilgaon, C Block",Khilgaon,Dhaka,Apartment,1600,3,3,30000,1501-2000
"Checkout This 1150 Sq Ft Flat Up For Rent In Mohammadpur, Bosila, Kaderabad Housing Society",Mohammadpur,Dhaka,Apartment,1150,3,2,22000,1001-1500
"1200 Sq Ft Flat For Rent In Mohammadpur, Bosila",Mohammadpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
"1600 Sq Ft Flat Is Set For Rent In Khilgaon, Block C",Khilgaon,Dhaka,Apartment,1600,3,3,30000,1501-2000
Grab This Amazing 1400 Sq Ft Flat For Rent In East Rampura,Rampura,Dhaka,Apartment,1400,3,3,22000,1001-1500
"1300 Sq Ft Nicely Planned Apartment Is Available For Rent In Block C, Khilgaon",Khilgaon,Dhaka,Apartment,1300,4,4,28000,1001-1500
"1050 Sq Ft Convenient Apartment Is Here Ready For Rent In Ahmed Nagar, Mirpur",Mirpur,Dhaka,Apartment,1050,3,2,15000,1001-1500
"1400 Sq Ft Flat Is Available For Rent In Mohammadpur, Katashur",Mohammadpur,Dhaka,Apartment,1400,3,3,25000,1001-1500
"Live In This Cozy 750 Sq Ft Flat For Rent In Mohammadpur, Katashur",Mohammadpur,Dhaka,Apartment,750,2,2,17500,501-1000
"Deal With This 1200 Sq Ft Apartment Ready For Rent In Mirpur, Ahmed Nagar, Paikpara",Mirpur,Dhaka,Apartment,1200,3,3,20000,1001-1500
An Apartments Of 2000 Sq Ft Is Available For Rent In The Most Prime Location Of Gulshan 1,Gulshan,Dhaka,Apartment,2000,3,3,90000,1501-2000
900 Square Feet Residential Apartment Is Ready For Rent At Uttara-12,Uttara,Dhaka,Apartment,900,2,2,18000,501-1000
"A 1654 Sq Ft Flat Is Up For Rent In A Well Secured Location Of Sector 18, Uttara",Uttara,Dhaka,Apartment,1654,3,4,15000,1501-2000
"This Beautiful Flat Of 2000 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Sector 7, Uttara",Uttara,Dhaka,Apartment,2000,4,4,75000,1501-2000
"This 2000 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Sector 7, Uttara",Uttara,Dhaka,Apartment,2000,4,4,75000,1501-2000
"This 1755 Sq Ft Flat Is Up For Rent Within Your Affordability, Is Located At Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1755,3,3,30000,1501-2000
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1755 Sq Ft Space In Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1755,3,3,30000,1501-2000
"A Beautifully Constructed Apartment Of 1755 Sq Ft Is Vacant Right Now For Rent In Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1755,3,3,30000,1501-2000
"A 1755 Sq Ft Flat Is Up For Rent In A Well Secured Location Of Block E, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1755,3,3,30000,1501-2000
Here Is A Well Defined Flat Of 1400 Sq Ft Waiting For Rent At Sutrapur,Sutrapur,Dhaka,Apartment,1400,3,3,27000,1001-1500
Find Your Desired Home At This 750 Sq Ft Well Featured Flat For Rent At Nobodoy Housing Society,Mohammadpur,Dhaka,Apartment,750,2,2,16700,501-1000
"Get Ready To Rent This Ideally Maintained 1250 Sq Ft Apartment Located In Chadra Nagar, Bayzid",Bayazid,Chattogram,Apartment,1250,3,3,14000,1001-1500
"Take Rent This 1250 Sq Ft Nice Flat For Living A Pleasant Life In Chadra Nagar, Bayzid",Bayazid,Chattogram,Apartment,1250,3,3,15000,1001-1500
Take A Look At This 1800 Sq Ft Flat For Rent In 15 No. Bagmoniram Ward,15 No. Bagmoniram Ward,Chattogram,Apartment,1800,3,3,35000,1501-2000
Strongly Constructed 1200 Sq Ft Flat Is Available To Rent In Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1200,3,2,20000,1001-1500
Find Your Place in a 1400 Sq Ft Structurally Well Built Home For Rent in Uttara 5,Uttara,Dhaka,Apartment,1400,3,3,26000,1001-1500
Uncover Your Place in a 1400 Sq Ft Structurally Well Built House for Rent in Uttara,Uttara,Dhaka,Apartment,1400,3,3,26000,1001-1500
Good News! This 1250 Sq Ft Flat For Rent In Banasree Which Can Be Your Next Destination,Banasree,Dhaka,Apartment,1250,3,2,23000,1001-1500
1600 Sq Ft Apartment With Modern Home Fittings Is Ready To Rent At 4 No Chandgaon Ward,4 No Chandgaon Ward,Chattogram,Apartment,1600,4,4,24000,1501-2000
"Rent This 1800 Sq Ft Apartment To Live Inside A Peaceful Atmosphere, Right In East Nasirabad",East Nasirabad,Chattogram,Apartment,1800,3,3,27000,1501-2000
In This Serene Neighborhood Of East Nasirabad A 3 Bedroom Flat Is Up For Rent.,East Nasirabad,Chattogram,Apartment,1800,3,3,27000,1501-2000
"Establish Your Peace In This Nice 700 Sq Feet Apartment For Rent At Shah Ali Bag, Mirpur",Mirpur,Dhaka,Apartment,700,2,2,15000,501-1000
"Experience Residing In This 700 Sq Ft Home For Rent In Shah Ali Bag, Mirpur .",Mirpur,Dhaka,Apartment,700,2,2,15000,501-1000
Make Beautiful Memories With Your Favorite People In This 2134 Sq Ft Flat For Rent In Uttara-3,Uttara,Dhaka,Apartment,2134,3,4,55000,2001-2500
"An Affordable Apartment Is Up For Rent In Mirpur 1, Very Next To Shah Ali Bag Jame Masjid",Mirpur,Dhaka,Apartment,700,2,2,15000,501-1000
Looking For A Small Family Home To Rent In Shah Ali Bag! Check This One,Mirpur,Dhaka,Apartment,700,2,2,15000,501-1000
This 1050 Sq Ft Flat Is Ready To Rent In South Banasree Project,Banasree,Dhaka,Apartment,1050,3,2,18000,1001-1500
1050 Sq. ft Apartment Is Available For Rent In Purana Paltan Which Is Tailored To Your Highest Standards,Motijheel,Dhaka,Apartment,1050,2,2,28000,1001-1500
Define Your Home Taste By Renting This Residence Of 3200 Sq Ft At Gulshan 2,Gulshan,Dhaka,Apartment,3200,3,4,200000,3001-3500
Consider Renting This 2500 Sq Ft Flat With 3 Bedrooms In Dhanmondi Close To Popular Medical College Hospital.,Dhanmondi,Dhaka,Apartment,2500,3,3,55000,2001-2500
Move In To This Serene Flat Of 1050 Sq Ft With 3 Bedrooms For Rent In Banasree,Banasree,Dhaka,Apartment,1050,3,2,18000,1001-1500
Affordable And Wonderful 2000 Square Feet Full Furnished Flat Up For Rent,Dhanmondi,Dhaka,Apartment,2000,3,5,50000,1501-2000
Make Yourself Comfortable In The 2650 Sq Ft Flat For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,2650,4,5,67000,2501-3000
View This Well Constructed 1400 Sq Ft Apartment With 3 Bedrooms Ready For Rent In South Khulshi-1,Khulshi,Chattogram,Apartment,1400,3,3,30000,1001-1500
1500 Sq Ft Flat For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1500,3,3,46000,1001-1500
A Well-maintained Residence Of 800 Sq Ft Is Prepared For Rent In Shyamoli,Shyamoli,Dhaka,Apartment,800,2,2,15500,501-1000
"In Dhanmondi, With Satisfactory Price, An Apartment Of 1710 Sq Ft Is For Rent.",Dhanmondi,Dhaka,Apartment,1710,3,4,65000,1501-2000
"4 Bedroom Residential Apartment For Rent In Block D, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,2800,4,4,50000,2501-3000
Well-fitted Apartment Is Here Sited At Bashundhara R-a Featuring 1850 Sq Ft Space For Rent,Bashundhara R-A,Dhaka,Apartment,1850,3,3,33000,1501-2000
Remarkable 2 Bedroom Artistically Designed Apartment For Rent In Dhanmondi.,Dhanmondi,Dhaka,Apartment,1250,2,2,28000,1001-1500
A Convenient And Well-constructed 1300 Sq. Ft Flat Is For Rent At Baridhara DOHS .,Baridhara DOHS,Dhaka,Apartment,1000,2,2,20000,501-1000
"In The Location Of South Banasree Project, 2 Bedroom Moderate Apartment Is Up To Rent .",Banasree,Dhaka,Apartment,550,2,1,12000,501-1000
Next To South Banasree Jame Moshjid This Ready And Comfortable 3 Bedroom Apartment Is Up For Rent.,Banasree,Dhaka,Apartment,1050,3,3,20000,1001-1500
Amazing Flat Of 800 Sq Ft Is Up For Rent At South Agrabad,Double Mooring,Chattogram,Apartment,800,2,2,14000,501-1000
"In An Urban Location And Reasonable Price, See This 1350 Sq. ft Flat Is Available For Rent In Shahjadpur.",Badda,Dhaka,Apartment,1350,3,3,22000,1001-1500
Find 3200 Sq Ft Nice Apartment Available To Rent In Gulshan,Gulshan,Dhaka,Apartment,3200,3,4,200000,3001-3500
Nice 1450 Sq Ft Apartment Is Available To Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1450,3,3,25000,1001-1500
An Adequate Apartment Is Ready For Rent At Uttara-4.,Uttara,Dhaka,Apartment,1200,3,2,25000,1001-1500
1400 Sq Ft Flat Is Now To Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1400,3,3,30000,1001-1500
Convenient 1500 Sq Ft 3 Bed Residential Flat Is Prepared To Be Rented At Uttara,Uttara,Dhaka,Apartment,1500,3,4,30000,1001-1500
"Reasonable 900 Sq Ft Flat Is Available To Rent In Uttara, Road No 11",Uttara,Dhaka,Apartment,900,2,2,18000,501-1000
"Make This 2800 Sq Ft Flat Your Next Residing Location, Which Is Up To Rent In Banani",Banani,Dhaka,Apartment,2800,4,5,150000,2501-3000
Find 2100 Sq. Ft Flat Available To Rent In Dhanmondi Near To Ideal College,Dhanmondi,Dhaka,Apartment,2100,3,3,60000,2001-2500
Check This 1332 Sq. ft Apartment Up For Rent At Dhanmondi,Dhanmondi,Dhaka,Apartment,1332,3,3,39000,1001-1500
See This Duplex Apartment Is Up For Rent At Baridhara Near French International School .,Baridhara,Dhaka,Residence,7000,7,6,700000,
A Rightly Planned Flat Is Found For Rent In Badda Nearby Khilbari Tek Jame Msojid,Badda,Dhaka,Apartment,700,2,2,16000,501-1000
In Mirpur Nearby Water Tank This 3 Bedroom Apartment Is Up For Rent,Mirpur,Dhaka,Apartment,1450,3,3,25000,1001-1500
"An Apartment Is Ready For Rent At Mirpur, Near Shareng Bari Jame Masjid.",Mirpur,Dhaka,Apartment,1300,3,3,18000,1001-1500
"An Apartment Is Ready For Rent At Banasree, Near Banasree Central Jame Mosque.",Banasree,Dhaka,Apartment,1000,3,2,18000,501-1000
A Beautiful Apartment For Rent Is All Set For You In Uttara Nearby Sristy Central School & College,Uttara,Dhaka,Apartment,1400,3,3,26000,1001-1500
An Apartment Is Ready For Rent At Maghbazar,Maghbazar,Dhaka,Apartment,1600,3,4,35000,1501-2000
950 Sq Ft Flat For Rent In Banasree Near Banasree Bazar,Banasree,Dhaka,Apartment,950,2,2,18000,501-1000
"3100 SQ FT apartment for rent near Gulshan 1 DCC Market, in Gulshan 1",Gulshan,Dhaka,Apartment,3100,4,4,100000,3001-3500
Choose Your Destination At 1760 Sq Ft Flat Which Is Available For Rent In Dhanmondi,Dhanmondi,Dhaka,Apartment,1760,4,4,45000,1501-2000
"Start A New Home, In This 900 Sq Ft Flat For Rent In Banasree Block A, Near Banasree Ideal School And College",Banasree,Dhaka,Apartment,900,2,2,17000,501-1000
3000 Sq Ft Flat Is Now Vacant For Rent In Gulshan Close To Southeast Bank,Gulshan,Dhaka,Apartment,3000,3,4,180000,2501-3000
Planning To Move In This 2700 Sq Ft Flat Which Is For Rent In Bashundhara R/a Near To Banglamotor,Bashundhara R-A,Dhaka,Apartment,2700,4,5,40000,2501-3000
1928 Sq Ft Flat Is Available For Rent In Dhanmondi Near To Saat Gombuj Masjid,Dhanmondi,Dhaka,Apartment,1928,3,3,50000,1501-2000
"At Firinghee Bazar Area, Have This 1050 Sq Ft Residential Flat Available For Rent.",33 No. Firingee Bazaar Ward,Chattogram,Apartment,1050,3,2,15000,1001-1500
"Reside In This 2100 Sq Ft Flat For Rent In Bashundhara R-a, Block D",Bashundhara R-A,Dhaka,Apartment,2100,4,4,45000,2001-2500
1340 Square Feet Amazing Apartment For Rent In Baridhara Dohs,Baridhara DOHS,Dhaka,Apartment,1340,3,3,45000,1001-1500
Beautiful And Well-constructed 2150 Sq Ft Flat Is Ready To Rent At Shiddheswari,Shiddheswari,Dhaka,Apartment,2150,3,3,50000,2001-2500
"Impressive Apartment Of 2150 Sq Ft Is Up For Rent In Shiddheswari Lane, Shiddheswari",Shiddheswari,Dhaka,Apartment,2150,3,3,50000,2001-2500
"Looking For A Perfect Family Home To Rent In Shiddheswari, Check This 2150 Sq Ft Well Featured Flat.",Shiddheswari,Dhaka,Apartment,2150,3,3,50000,2001-2500
"Make This 1200 Sq Feet Nice Flat Yours, By Renting It In Shekhertek, Mohammadpur",Mohammadpur,Dhaka,Apartment,1200,3,3,18000,1001-1500
Lovely Apartment Of 1900 Sq Ft Is Up For Rent In Mohammadpur,Mohammadpur,Dhaka,Apartment,1900,4,4,60000,1501-2000
"1300 Sq Ft Nicely Planned Apartment Is Available For Rent In Dakkhin Paikpara, Mirpur",Mirpur,Dhaka,Apartment,1300,3,3,20000,1001-1500
"When Location, And Convenience Is Your Priority This Rental Duplex Flat Of 3000 Sq Ft Is Waiting For You In Bashundhara R/A",Bashundhara R-A,Dhaka,Residence,3000,4,4,50000,2501-3000
"950 Sq Ft Flat With 2 Bedrooms For Rent In Khilgaon, Police Fari Road",Khilgaon,Dhaka,Apartment,950,2,2,20000,501-1000
Visit This 1600 Sq Ft Apartment For Rent At East Nasirabad,East Nasirabad,Chattogram,Apartment,1600,3,3,25000,1501-2000
"Get A Look At This Lovely Flat For Rent Featuring 1250 Sq Ft In Block K, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1250,2,2,22000,1001-1500
"To Live A Secure Life You Can Take This 1250 Sq Ft Flat For Rent At Block K, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1250,2,2,22000,1001-1500
"Get A Look At This Lovely Flat For Rent Featuring 1441 Sq Ft In Block B, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1441,3,3,30000,1001-1500
In Mirsharai this apartment is up for rent which is 1650 SQ FT,Mirsharai,Chattogram,Apartment,1650,2,2,50000,1501-2000
"Available For Rental Purpose, This 2600 Sq. Ft. Apartment In Baridhara Dohs",Baridhara DOHS,Dhaka,Apartment,2600,4,5,90000,2501-3000
650 Sq Ft Flat Is Currently To Rent In Namapara,Khilkhet,Dhaka,Apartment,650,2,2,12000,501-1000
Buy This Elegant 2100 Square Feet Apartment In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2100,4,4,45000,2001-2500
Grab This Flat Up For Rent In Khulshi Near Chattogram Government Women College,Khulshi,Chattogram,Apartment,2021,3,4,65000,2001-2500
This 800 Sq Ft Flat In Uttar Badda With A Convenient Price Is Up For Rent,Badda,Dhaka,Apartment,800,2,2,15000,501-1000
"An Apartment Is Ready For Rent At Shyamoli, Near Mohonpur Shahi Jame Masjid.",Shyamoli,Dhaka,Apartment,750,2,2,13500,501-1000
Offering You A Nice Flat For Rent In Dhanmondi Near Bangladesh Film Institute,Dhanmondi,Dhaka,Apartment,1350,3,3,32000,1001-1500
1450 Sq Ft Apartment For Rent Is Located At Mirpur,Mirpur,Dhaka,Apartment,1450,3,3,26000,1001-1500
"Near Asian Institute Of Business And Technology, Flat For Rent In Dhanmondi",Dhanmondi,Dhaka,Apartment,1477,3,4,40000,1001-1500
"1700 Sq Ft Apartment For Rent In Uttara Sector 4, Near The Aga Khan School",Uttara,Dhaka,Apartment,1700,3,3,40000,1501-2000
Find 1200 Sq Ft Flat Available For Rent In Shantinagar Near To Farida Clinic,Shantinagar,Dhaka,Apartment,1200,3,2,24000,1001-1500
750 Sq Ft Flat Is Now Vacant For Rent In Shyamoli Close To Mohammadpur Government High School,Shyamoli,Dhaka,Apartment,750,2,2,13500,501-1000
A 1350 Sq Ft Very Affordable Flat With Good Transportation Availability At Dhanmondi,Dhanmondi,Dhaka,Apartment,1350,3,3,30000,1001-1500
Three Bed Good Location Flat For Rent In Baridhara DOHS,Baridhara DOHS,Dhaka,Apartment,1350,3,3,35000,1001-1500
Spacious Layout | Well Maintained | Ready To Move In,Banani,Dhaka,Apartment,2500,3,3,80000,2001-2500
2600 Sq Ft Convenient Apartment Is Ready For Rent In Uttara-4,Uttara,Dhaka,Apartment,2600,3,3,45000,2501-3000
"A Convenient Flat Of 700 Sq Ft Is Ready For Rent In Aftab Nagar, Block F",Aftab Nagar,Dhaka,Apartment,700,2,2,17000,501-1000
Mirpur-2 Is Offering A 1100 Sq Ft Flat For Rent To Pick It For Your Next Home.,Mirpur,Dhaka,Apartment,1100,3,3,17000,1001-1500
1150 Sq Ft Flat For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
"1150 Sq Ft Flat For Rent In Bashundhara R-a, Block L",Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
Unfurnished | Cozy Apartment | Best Layout,Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
Feel Content To Live In This 1420 Sq Ft Flat Up For Rent At Bayazid,Bayazid,Chattogram,Apartment,1420,3,3,30000,1001-1500
Explore A Ready 1150 Sq Ft Apartment For Rent In Bashundhara R/A Today!,Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
"1150 Sq Ft Flat With 3 Bedrooms For Rent In Bashundhara R-a, Block L",Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
"Pursue This 1150 Sq Ft Flat For Rent In Bashundhara R-a, Block L",Bashundhara R-A,Dhaka,Apartment,1150,3,3,25000,1001-1500
Visit This 1300 Sq Ft Residence Is Vacant For Rent In Bangshal,Bangshal,Dhaka,Apartment,1300,3,4,28000,1001-1500
"1300 Square Feet Ready Flat For Rent At Bayazid, Hill View R/a",Bayazid,Chattogram,Apartment,1300,3,3,20000,1001-1500
Check This Full Furnished Apartment Up For Rent At Bashundhara R-A Near Sunflower School And College,Bashundhara R-A,Dhaka,Apartment,1438,3,4,40000,1001-1500
Well-constructed 3075 Sq Ft Duplex Is Ready For Rent At South Khulsi Very Close To Russian Embassy,Khulshi,Chattogram,Residence,3075,4,4,100000,3001-3500
Luxurious 3 Bed room | Amazing View | Vacant Now,Dhanmondi,Dhaka,Apartment,2200,3,3,80000,2001-2500
"An Affordable Lovely Home Including 3 Bedroom Is Now Up For Rent In Block G, Aftab Nagar",Aftab Nagar,Dhaka,Apartment,1400,3,3,20000,1001-1500
Deal With This 1400 Sq Ft Apartment Ready For Rent In Aftab Nagar,Aftab Nagar,Dhaka,Apartment,1400,3,3,20000,1001-1500
"Visit This 1500 Sq Ft Residence Is Vacant For Rent In Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,30000,1001-1500
We Have A Spacious And Beautiful 2600 Sq Ft Apartment Ready For You.,Baridhara DOHS,Dhaka,Apartment,2600,4,4,90000,2501-3000
"A Reliable Flat Of 1500 Sq Ft Is For Rent In Tejgaon, Indira Road",Tejgaon,Dhaka,Apartment,1500,3,3,30000,1001-1500
"Convenient Flat In A Fascinating Area | 2350 Sq Ft Residence For Rent In Sector 7, Uttara",Uttara,Dhaka,Apartment,2350,3,4,60000,2001-2500
"Have A Look At This 1500 Sq Ft Property Which Is Up For Rent Located At Block E, Bashundhara R/A",Bashundhara R-A,Dhaka,Apartment,1500,3,3,30000,1001-1500
1450 Sq Ft Apartment Is Ready For Rent In Uttara-6,Uttara,Dhaka,Apartment,1450,3,3,30000,1001-1500
Grab This 1300 Sq Ft Apartment Ready For Rent In Uttara-6,Uttara,Dhaka,Apartment,1300,3,3,30000,1001-1500
"1275 Sq Ft Nice Apartment For Rent In Bashundhara R-a, Block B",Bashundhara R-A,Dhaka,Apartment,1275,3,3,25000,1001-1500
"1512 Sq Ft Apartment For Rent In The Secured Locality Of Bashundhara R-a, Block B",Bashundhara R-A,Dhaka,Apartment,1512,3,3,23000,1501-2000
Discover Your New Home: 1500 Sq Ft Apartment for Rent in Bashundhara R/A,Bashundhara R-A,Dhaka,Apartment,1500,3,3,22000,1001-1500
Spacious Layout | Well Maintained | Ready To Move In,Uttara,Dhaka,Apartment,1000,2,2,25000,501-1000
Modern Home For Residents | 1750 Sq Ft Flat In Uttara For Rent,Uttara,Dhaka,Apartment,1750,3,3,36000,1501-2000
"Take A Look At This 2200 Sq Ft Well Defined Flat Which Is Up For Rent In Sector 4, Uttara",Uttara,Dhaka,Apartment,2200,3,4,70000,2001-2500
1450 Square Feet Suitable Apartment Is For Rent In Uttara-11,Uttara,Dhaka,Apartment,1450,3,3,35000,1001-1500
"1200 Sq Ft Apartment Is Ready To Rent In Mirpur, Section 12",Mirpur,Dhaka,Apartment,1200,3,3,22000,1001-1500
2100 Sq Ft Flat With 4 Bedrooms For Rent In Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2100,4,4,45000,2001-2500
For Rental Purpose 1000 Sq Ft Flat Is Now Up For Rent In Shyampur Close To Baitul Noor Masjid Road,Shyampur,Dhaka,Apartment,1000,2,2,11000,501-1000
"Reside Conveniently In This Well Constructed 1100 Sq Ft Flat For Rent In Dhalpur, Jatra Bari",Jatra Bari,Dhaka,Apartment,1100,3,2,17000,1001-1500
"A Beautiful Ready Flat With 2 Bedrooms Is Available For Rent At Dhalpur, Jatra Bari",Jatra Bari,Dhaka,Apartment,1000,2,2,15000,501-1000
"Beautiful And Well-constructed 1650 Sq Ft Apartment Is For Rent At Uttara, Nearby Sky Touch School",Uttara,Dhaka,Apartment,1650,3,4,35000,1501-2000
An Apartment Which Is Up For Rent At Bashundhara R-a Near To Apollo Hospital,Bashundhara R-A,Dhaka,Apartment,2200,3,4,40000,2001-2500
Look At This Apartment Which Is Up For Rent At Bashundhara R-a,Bashundhara R-A,Dhaka,Apartment,2200,3,4,40000,2001-2500
An Apartment Which Is Up For rent At Bashundhara R-A Near To Apollo Hospital,Bashundhara R-A,Dhaka,Apartment,2200,3,4,40000,2001-2500
"Create Your Residence In This 2200 Sq Ft Flat Set To Rent In Bashundhara R-a, Block A",Bashundhara R-A,Dhaka,Apartment,2200,3,4,40000,2001-2500
A Comfortable 700 Sq Ft Flat Is Here For Rent In Uttar Badda,Badda,Dhaka,Apartment,700,2,2,10000,501-1000
"Explore Your Options: Rent a 1700 Sq Ft Flat in Bashundhara R-A, Block D",Bashundhara R-A,Dhaka,Apartment,1700,3,4,30000,1501-2000
1900 Sq Ft Comfortable Apartment For Rent In Uttara-3,Uttara,Dhaka,Apartment,1900,3,3,65000,1501-2000
1600 Sq Ft Nice Flat For Rent In Shegunbagicha Road,Shegunbagicha,Dhaka,Apartment,1600,3,3,40000,1501-2000
Ready For Move In Check This 1150 Sq. ft Flat For Rent Which Is In Bayazid,Bayazid,Chattogram,Apartment,1150,3,3,15000,1001-1500
Well Organized Flat Of 1365 Sq Ft Is Now Vacant For Rent In Rajabazar,Tejgaon,Dhaka,Apartment,1365,3,3,35000,1001-1500
Get A Look At This Lovely Flat For Rent Featuring 1200 Sq Ft In Nurer Chala,Badda,Dhaka,Apartment,1200,3,3,22000,1001-1500
"3000 Sq Ft Apartment For Rent In Baridhara, Block K, United Nations Road",Baridhara,Dhaka,Apartment,3000,3,5,250000,2501-3000
Spacious Layout | Well Maintained | Ready To Move In | At Dhanmondi,Dhanmondi,Dhaka,Apartment,1750,3,3,65000,1501-2000
This 2700 Sq Ft Fabulous Apartment Is For Rent At North Khulshi,Khulshi,Chattogram,Apartment,2700,3,4,70000,2501-3000
"2800 Square Feet Residential Apartment For Rent In Bashundhara R-A, Block D",Bashundhara R-A,Dhaka,Apartment,2800,4,4,50000,2501-3000
Comfortability All Around In This 1500 Sq. Ft Uttara-9 Flat Which Is Up For Rent.,Uttara,Dhaka,Apartment,1500,3,4,27000,1001-1500
Wonderful Flat Of 1300 Sq Ft Is Available For Rent In Rajabazar,Tejgaon,Dhaka,Apartment,1300,3,3,30000,1001-1500
2556 Sq Ft Beautiful Apartment Is Ready For Rent In Uttara-4,Uttara,Dhaka,Apartment,2556,4,5,50000,2501-3000
Don’t Miss Out On This Attractive 1500 Sq Ft Flat For Rent In Uttara!,Uttara,Dhaka,Apartment,1500,3,3,25000,1001-1500
"A Beautifully Constructed Apartment Of 1600 Sq Ft Is Vacant Right Now For Rent In Sector 12, Uttara",Uttara,Dhaka,Apartment,1600,4,4,28000,1501-2000
"2400 Sq Ft 4 Beds Family Apartment For Rent In Uttara, Dhaka",Uttara,Dhaka,Apartment,2400,4,4,50000,2001-2500
Visit This 1275 Sq Ft Residence Is Vacant For Rent In Uttar Badda,Badda,Dhaka,Apartment,1275,3,3,22000,1001-1500
1300 Sq Ft Apartment Is Ready For Rent In Priyanka Runway City,Turag,Dhaka,Apartment,1300,3,3,18000,1001-1500
"Grab This 1390 Sq Ft Apartment Up For Rent In Turag, Bawnia",Turag,Dhaka,Apartment,1390,3,3,16000,1001-1500
"1390 Sq Ft Apartment Is Ready For Rent In Turag, Bawnia",Turag,Dhaka,Apartment,1390,3,3,16000,1001-1500
Discover A Tranquil 1400 Sq Ft Residential Rental Property In Bashundhara R-A,Bashundhara R-A,Dhaka,Apartment,1400,3,3,55000,1001-1500
Plan To Move In This 700 Sq Ft Flat For Rent In Uttar Badda,Badda,Dhaka,Apartment,700,2,2,13000,501-1000
